eid,sid,gmv_PGA
12884901888,0,1.526912E-01
12884901888,1,1.522090E-01
12884901888,2,1.517442E-01
12884901888,3,1.512967E-01
12884901888,4,1.910598E-01
12884901888,5,1.904031E-01
12884901888,6,1.897753E-01
12884901888,7,1.891758E-01
12884901888,8,2.423086E-01
12884901888,9,2.414405E-01
12884901888,10,2.406210E-01
12884901888,11,2.398491E-01
12884901889,0,1.101287E-01
12884901889,1,1.097649E-01
12884901889,2,1.094144E-01
12884901889,3,1.090769E-01
12884901889,4,1.392625E-01
12884901889,5,1.387607E-01
12884901889,6,1.382810E-01
12884901889,7,1.378231E-01
12884901889,8,1.787800E-01
12884901889,9,1.781047E-01
12884901889,10,1.774674E-01
12884901889,11,1.768672E-01
12884901890,0,1.121911E-01
12884901890,1,1.118205E-01
12884901890,2,1.114634E-01
12884901890,3,1.111196E-01
12884901890,4,1.418705E-01
12884901890,5,1.413592E-01
12884901890,6,1.408705E-01
12884901890,7,1.404041E-01
12884901890,8,1.821280E-01
12884901890,9,1.814400E-01
12884901890,10,1.807908E-01
12884901890,11,1.801794E-01
12884901891,0,1.008923E-01
12884901891,1,1.006030E-01
12884901891,2,1.003152E-01
12884901891,3,1.000289E-01
12884901891,4,1.230602E-01
12884901891,5,1.226445E-01
12884901891,6,1.222316E-01
12884901891,7,1.218212E-01
12884901891,8,1.563128E-01
12884901891,9,1.556629E-01
12884901891,10,1.550182E-01
12884901891,11,1.543786E-01
12884901892,0,1.097638E-01
12884901892,1,1.094313E-01
12884901892,2,1.091043E-01
12884901892,3,1.087828E-01
12884901892,4,1.356180E-01
12884901892,5,1.351502E-01
12884901892,6,1.346915E-01
12884901892,7,1.342419E-01
12884901892,8,1.722246E-01
12884901892,9,1.715566E-01
12884901892,10,1.709045E-01
12884901892,11,1.702679E-01
12884901893,0,3.065469E-01
12884901893,1,3.054202E-01
12884901893,2,3.043006E-01
12884901893,3,3.031881E-01
12884901893,4,3.959582E-01
12884901893,5,3.942294E-01
12884901893,6,3.925137E-01
12884901893,7,3.908109E-01
12884901893,8,5.395201E-01
12884901893,9,5.366281E-01
12884901893,10,5.337622E-01
12884901893,11,5.309221E-01
12884901894,0,1.189175E-01
12884901894,1,1.186649E-01
12884901894,2,1.184211E-01
12884901894,3,1.181860E-01
12884901894,4,1.377907E-01
12884901894,5,1.374860E-01
12884901894,6,1.371942E-01
12884901894,7,1.369150E-01
12884901894,8,1.599627E-01
12884901894,9,1.596107E-01
12884901894,10,1.592779E-01
12884901894,11,1.589637E-01
